r,g,b,RGB,Spanish_Judgment_id,Spanish,Country,EN_ES,Russian_Judgment_id,Russian,Country,EN_RU,Portuguese_Judgment_id,Portuguese,Country,EN_PT,German_Judgment_id,German,Country,EN_DE,French_Judgment_id,French,Country,EN_FR,Chinese_Judgment_id,Chinese,Country,EN_ZH,Italian_Judgment_id,Italian,Country,EN_IT,Korean_Judgment_id,Korean,Country,EN_KO,Japanese_Judgment_id,Japanese,country,EN_JA,name,short_name,med_name,cx,cy
193,71,50,1937150,522106598,anaranjado,DOM,Orange,522433286,красный,RUS,Red,556764705,verde,PRT,Green,522606639,Orangebraun,DEU,Orange Brown,523120134,marron rougatre,FRA,Reddish Brown,522217952,啡色,HKG,Brown,556888296,rosso rubino,ITA,Ruby,557391813,빨강,KOR,Red,539876002,こげ茶,JPN,Dark brown,Old Farmhouse Red,Red,Burnt Orange,478.6073061,299.9763644
193,84,42,1938442,556627441,calabaza,MEX,Pumpkin,556702421,светло-коричневый,UKR,Light-Brown,522107098,marrom,BRA,Bright Salmon Color,522181847,braun,DEU,Brown,522344122,orange,FRA,Orange,522076539,咖啡色,TWN,Brown,522729909,arancio scuro,ITA,Brown,557926758,주황색,KOR,Orange,538620964,オレンジ,JPN,Orange,Orangish Brown,Red,Terra Cotta,464.8295471,302.2467483
193,88,14,1938814,522066119,Naranja Oscuro,PRI,Dark Orange,522357129,Оранжевый,RUS,Orange,556770424,verde,PRT,Green,556633432,braun,DEU,Brown,526768747,orange foncé,VEN,Dark Orange,522335650,褐色,MYS,Brown,556760061,cioccolato,ITA,Chocolate,541186878,밤색,KOR,Brown,548157700,暗赤色,JPN,Dark red,Dark Burnt Orange,Brown,Pumpkin Ornge,461.3235821,330.8706869
194,4,150,1944150,522123438,violeta magenza,ECU,Violet Magenza,522374240,сиреневый,UKR,Lilac,556861466,Verde claro,PRT,Light Green,522482258,lila,DEU,Purple,522405412,violet,FRA,Violet,522243865,紫色,HKG,Purple,556766814,rosa,ITA,Pink,542631616,분홍색,KOR,Pink,545377897,ピンク,JPN,Pink,Dark Bright Pink,Pink,Dark Magenta,418.3303024,186.5982089
194,63,62,1946362,522070858,Rojo Oscuro,VEN,Dark Red,522358623,грязно-красный,UKR,Dirty Red,556760048,v,PRT,V.,522414155,rot,AUT,Red,522409691,rouge,FRA,Red,522289220,紅磚,IDN,Red Brick,556685020,ros,ITA,Ros,556964298,빨간색,KOR,Red,538625256,赤,JPN,Red,Razzmatazz Raspberry,Red,Red Orange,468.5366636,279.3141354
194,70,22,1947022,522062796,Rojo Terracota,PRI,Terracotta Red,522534178,рыжий,RUS,Red,522133465,vermelho telha,BRA,Ocher,522681691,rostbraun,DEU,Russet,522861993,rouge,FRA,Red,522236022,橙色,MYS,Orange,556912581,rosso mattone,ITA,Brick Red,539322865,갈색,KOR,Brown,543963506,レンガ,JPN,Brick,Bronzed Orange,Orange,Rusty Orange,472.1622759,308.3061152
195,7,147,1957147,522103537,rosa,MEX,Rose,522754500,розовый,RUS,Pink,556865611,Verde claro,PRT,Light Green,522535622,violett,DEU,Violet,522396197,violet,FRA,Purple,556678170,粉红色,MYS,Pink,522404643,jjhjljj,ITA,Purple,536956349,분홍색,KOR,Pink,545479889,濃いピンク,JPN,Dark pink,Pleasant Purple,Pink,Dark Magenta,424.4195712,187.4526632
196,214,4,1962144,522069192,Verde claro,DOM,Light Green,523143774,желто-зеленый,RUS,Yellow-Green,556644978,verde,BRA,Green,522325372,ockergelb,DEU,Yellow Ocher,556718436,jaune,FRA,Yellow,522299505,绿色,IDN,Green,556986351,verde acido,ITA,Acid Green,538199102,옅은노랑,KOR,Pale yellow,525837526,きみどり,JPN,Yellow-green,Light Olive Green,Green,Electric Lime,383.4366195,435.4398955
196,31,27,1963127,522103535,rojo,MEX,Red,522501864,красный,UKR,Red,556659351,verde,BRA,Green,522436601,dunkel rot,DEU,Dark Red,523846045,rouge cerise,FRA,Cherry Red,522147861,紅色,TWN,Red,556712552,rosso,ITA,Red,537051345,빨강,KOR,Red,556691400,赤,JPN,Red,Candy Apple Red,Red,Bloody Orange,473.7654869,289.934743
19,64,251,1964251,522113334,azul,ARG,Blue,522520926,синий,UKR,Blue,522521382,Azul,PRT,Blue,522575041,blau,DEU,Blue,522383068,bleu,FRA,Blue,522217016,蓝色,IDN,Blue,522683826,blu,ITA,Blue,542339317,파란색,KOR,Blue,540591494,青,JPN,Blue,Bright Royal Blue,Blue,Sapphire Blue,157.6329837,118.8290627
196,53,76,1965376,522163122,rojo sucio,PRI,Dirty Red,523023482,красный,RUS,Red,522123636,vermelho,BRA,Red,522457421,Rot,DEU,Red,522837156,rouge,FRA,Red,522161657,紅色,TWN,Red,522491102,sfdfd,ITA,Red,560110066,빨간색,KOR,Red,536669479,赤,JPN,Red,Deep Dusty Pink,Red,Salmon Pink,472.921453,273.257345
196,89,68,1968968,522061652,ladrillo,ARG,Brick,522696785,грязно-коричневый,RUS,Dirty-Brown,556780911,verde,PRT,Green,522417929,terra cotta,AUT,Terra Cotta,556939141,indian red,FRA,Indian Red,522309554,红色,CHN,Red,556689694,marrone,ITA,Brown,528136519,주황색,KOR,Orange,556719924,レンガいろ,JPN,Brick color,Bricks In Sunlight,Red,Tan Brown,479.5658136,308.7863359
197,252,6,1972526,522093080,amarillo,MEX,Yellow,523119655,светло-салатовый,RUS,Light-Green,556778248,verde,PRT,Green,522608824,Neongrün,DEU,Neon Green,527339107,vet-jaune,CHE,Vet-Yellow,556672638,军绿色,MYS,Army Green,556789055,giallo,ITA,Yellow,556729947,녹색,KOR,Green,532834957,レモン色,JPN,Lemon yellow,Mustard Yellow,Lime,Bright Yellow,386.1306764,505.9545959
198,182,1,1981821,522107297,mostaza oscuro,MEX,Dark Mustard,522511223,горчичный,UKR,Mustard,522169232,amarelo torrado,PRT,Olive Yellow,522365732,gold,DEU,Gold,525269472,ocre jaune,VEN,Yellow Ocher,522299640,亮泥黄色,HKG,Bright Mud Yellow,556749949,giallo,ITA,Yellow,560091874,금색,KOR,Gold,539908684,黄色,JPN,Yellow,Mustard Yellow,Gold,Mustard Green,417.029087,407.3255745
198,187,2,1981872,522093338,marron,ARG,Brown,522476835,желто-зелёный,UKR,Yellow-Green,556742243,v,PRT,V.,522582422,gelb,DEU,Yellow,556961331,jaune vert,FRA,Yellow Green,522284864,黄绿,CHN,Olivine,556705296,verdone,ITA,Greenfinch,560094920,금색,KOR,Gold,539891986,黄緑,JPN,Yellow-green,Gold-Ish Yellow,Lime,Mustard Green,403.3756699,404.8227999
198,83,43,1988343,522061037,Marron oscuro,MEX,Dark Brown,522474677,красно-коричневый,UKR,Red-Brown,556669947,verde,BRA,Green,522412157,terra cotta,AUT,Terra Cotta,522316583,orange brique,FRA,Orange Brick,522261772,橙红,CHN,Orange,522579641,marrone,ITA,Red,524755839,갈색,KOR,Brown,539872869,オレンジ,JPN,Orange,Reddish Orange,Red,Burnt Orange,488.2434314,308.609188
199,237,9,1992379,522055400,verde limon,DOM,Lime Green,522748636,зелено-желтый,BLR,Green-Yellow,522512875,verde claro,PRT,Dark Lime,522355295,gelbgrün,DEU,Yellow-Green,522807165,jaune,FRA,Yellow,556664162,草绿色,MYS,Grass Green,556693706,Verde giallo,ITA,Green Yellow,534335931,형광노랑,KOR,Fluorescent yellow,545562402,緑,JPN,Green,Floresent Green,Lime,Chimic Yellow,376.7919331,472.2329138
199,81,80,1998180,522317438,salmon,SLV,Salmon,522561589,Красный,RUS,Red,556806361,verde claro,PRT,Light Green,522468486,alt rose dunkel,DEU,Old Rose Dark,525543355,vieux rose foncé,FRA,Old Dark Pink,556658923,紅色,HKG,Red,556710590,rosso,ITA,Red,524752902,빨강,KOR,Red,523503727,赤,KOR,Red,Darkest Dusty Rose,Red,Pale Red,479.8280852,286.8378553
200,104,2,2001042,522078583,marron naranja,PRI,Orange Brown,522604080,темный оранж,RUS,A Dark Orange,522562853,tijolo,PRT,Kaki,522597835,braun,DEU,Brown,522403883,orange,FRA,Orange,556663222,橙色,HKG,Orange,522502605,marrone chiaro,ITA,Orange,557460747,주황,KOR,Orange,539909399,オレンジ,JPN,Orange,Harvest Pumpkin,Brown,Rustic Orange,464.0057554,346.0341792
200,68,57,2006857,522078488,Rojo oscuro,MEX,Dark Red,522458211,красный,RUS,Red,556783160,verde,PRT,Green,522468369,dunkel rot,DEU,Dark Red,522879728,rouge delaver,FRA,Red Wash Out,522171065,红色心脏,IDN,Red Heart,522415202,h,ITA,Red,542659722,다홍색,KOR,Crimson,524110683,乾いた赤色,JPN,Dry red,Red Terra Cotta,Red,Light Crimson,484.9339542,291.5152555
200,79,59,2007959,522071583,anaranjado oscuro,ARG,Dark Orange,522391097,приглушенно-красный,UKR,Muted Red,556815208,verde claro,PRT,Light Green,522676178,Rot,DEU,Red,522418642,rouge,FRA,Red,522318694,紅磚,IDN,Red Brick,556870489,argilla,ITA,Clay,524761597,빨강,KOR,Red,539807400,濃い赤色,JPN,Deep red,Vermilion Orange,Red,Light Crimson,491.409488,302.9525701
20,114,42,2011442,522092004,verde,MEX,Green,522481379,тёмно-зелёный,UKR,Dark Green,522182791,castanho,PRT,Highly Toxic Green,522326900,grün,DEU,Green,522320749,vert forêt,FRA,Forest Green,522133867,綠色,TWN,Green,522504064,verde militare,ITA,Green,536533986,녹색,KOR,Green,523577818,緑,KOR,Green,Pastel Dark Green,Forest Green,Forest Green,253.9776992,330.2905982
20,133,41,2013341,522109305,verde,MEX,Green,522625270,зеленый,EST,Green,522490621,verde escuro,PRT,Green,522399402,grün,DEU,Green,524182201,vert foret,CHE,Forest Green,522159795,深草绿色,HKG,Deep Grass Green,556690153,verde,ITA,Green,557046426,녹색,KOR,Green,546069318,緑,JPN,Green,Luscious Green,Green,Forest Green,246.5567397,341.0984122
20,165,98,2016598,522062658,verde,ARG,Green,522669375,зеленый,RUS,Green,522103526,verde,PRT,Green,522492861,grün,DEU,Green,523193159,vert,CHE,Green,522245184,绿,CHN,Green,522612468,verde scuro,ITA,Green,525252341,녹색,KOR,Green,540623290,緑,JPN,Green,Grass Manicured,Green,Pastel Green,203.6102207,332.1071747
20,179,79,2017979,522058101,verde,ARG,Green,522723894,зелёный,UKR,Green,522168565,verde,BRA,Green,522431692,mittelgrün,DEU,Medium Green,522573662,vert,FRA,Green,522366791,内皮尔绿色,IDN,Napier Green,522470857,verde foresta,ITA,Green,540664910,그냥녹색,KOR,Just green,540620977,みどり,JPN,Green,Lemon Lime Green,Green,Spring Green,220.8266021,374.6247768
202,0,198,2020198,522321170,"violeta intanso, color femenino, tono delicado",ECU,"Violet Intanso, Feminine Color, Delicate Tone",522828619,пурпур,RUS,Purple,522152685,rosa vivo,PRT,Violet,522406402,pink,DEU,Pink,524182199,rose violet,CHE,Pink Purple,522119521,粉紅色,TWN,Pink,522503107,viola,ITA,Purple,557371963,진한분홍색,KOR,Dark pink,539901168,ピンク,JPN,Pink,Magenta Purple,Violet,Light Purple,382.6076996,166.4048568
202,218,0,2022180,522172928,amarillo oscuro,COL,Dark Yellow,522454042,ярко фисташковый,RUS,Bright Pistachio,556739766,v,PRT,V.,522541500,strahlend gelb-grün,DEU,Bright Yellow-Green,556941695,yellow green,FRA,Yellow Green,522080371,浅绿色,HKG,Light Green,556702938,giallo senape,ITA,Yellow Mustard,541513971,밝은연두,KOR,Bright light green,540698551,黄色,JPN,Yellow,Aged Sunflower,Gold,Greenishyellow,388.23408,440.6870662
20,228,36,2022836,522159188,verde heraldico,COL,Heraldic Green,522538591,ярко зеленый,RUS,Bright Green,522134655,verde,BRA,Green,522142253,grün,DEU,Green,522778696,vert,FRA,Green,522232091,绿,CHN,Green,556701470,verde,ITA,Green,524772349,녹색,KOR,Green,533775158,緑,JPN,Green,Rainforest Green,Green,Sea Foom Green,215.3879115,451.4823405
202,34,78,2023478,522060406,rosa,DOM,Rose,522602724,Красный,RUS,Red,556636116,verde,BRA,Green,522367440,rot,DEU,Red,522395921,rouge,FRA,Red,522181033,桃红色,HKG,Pink,556674097,rosso,ITA,Red,557920813,빨간색,KOR,Red,556924929,紅,JPN,Crimson,Candy Apple Red,Red,Nearly Red,467.1890985,259.7404865
20,237,51,2023751,522140001,verde,ARG,Green,522445325,ярко-зеленый,RUS,Bright Green,522109227,verde,PRT,Green,522112070,apfelgrün,DEU,Apple Green,522325746,vert fluo,FRA,Fluorescent Green,522220000,绿色,CHN,Green,522561470,verde,ITA,Yellow-Green,540654991,녹색,KOR,Green,545380451,緑,JPN,Green,Dark Pastel Green,Lime,Bright Green,203.117338,456.9531757
203,131,7,2031317,522100412,mostaza,MEX,Mustard,522927510,какао,UKR,Cacao,556768973,verde,PRT,Green,522436598,dunkel orange,DEU,Dark Orange,523056029,orange,FRA,Orange,556679071,棕色,TWN,Brown,556752879,marrone,ITA,Brown,542303679,갈색,KOR,Brown,544101966,金茶,JPN,Golden brown,Brownish Yellow,Gold,Pumpkin Patch,443.9594515,365.9646526
204,51,27,2045127,522171904,rojo,COL,Red,522466240,рыжий,RUS,Redhead,556770821,verde,PRT,Green,522461198,Tomatenrot,DEU,Tomato,523814323,Rouge,FRA,Red,522126288,红色,IDN,Red,556704461,rosso,ITA,Red,534790221,적색,KOR,Red,538621890,赤,JPN,Red,Deep Red Orange,Red,Aged Pumpkin,496.4331097,307.0894455
205,35,94,2053594,522080842,rosa mexicano,MEX,Hot Pink,523027867,малиновый,RUS,Crimson,556777644,verde,PRT,Green,556643883,mitteldunkles Rosa,DEU,Medium-Dark Pink,522902576,rose bonbon foncer,FRA,Darker Pink,522159203,紫色,HKG,Purple,522640617,rosso,ITA,Red,557049581,분홍색,KOR,Pink,539737582,ホットピンク,JPN,Hot Pink,Forever Fuschia,Red,Dark Salmon,458.5996836,234.910023
205,67,14,2056714,522112039,anaranjado ladrillo,ARG,Orange Brick,522358790,Оранжевый,RUS,Orange,556702085,verde,BRA,Green,522201634,Orange,DEU,Orange,523219546,marron chatain clair,FRA,Brown Light Brown,522226696,西红柿,IDN,Tomato,556678815,arancio spento,ITA,Orange Off,560111583,주황,KOR,Orange,556801402,オレンジ,JPN,Orange,Intesive Orange,Orange,Burnt Orange,478.7229764,320.5084687
205,77,97,2057797,522078910,rosa,MEX,Rose,522677933,алый,RUS,Scarlet,556749117,v,PRT,V.,522367363,alt-rosa,AUT,Old-Rose,522810966,rose,FRA,Pink,556685209,粉红色,MYS,Pink,522534712,rosa,ITA,Dark Pink,542727529,진한 분홍색,KOR,Dark pink,557198030,インディアンレッド,JPN,Indian red,Deep Dusty Pink,Red,Purple Mango,479.3988421,274.3070588
205,8,132,2058132,522190808,rosa,MEX,Rose,556641838,розовый,UKR,Pink,556696769,verde,BRA,Green,522474047,dunkel rosa,DEU,Dark Pink,522768115,rose,FRA,Pink,522169020,紫色,TWN,Purple,556766634,rosa,ITA,Pink,557057630,분홍색,KOR,Pink,539906586,ピンク,JPN,Pink,Spankin Hot Pink,Pink,Lipstick Pink,445.4919317,202.2002003
20,59,229,2059229,522092214,azul,MEX,Blue,522497007,синий,UKR,Blue,556632475,#N/A,#N/A,#N/A,522385644,blau,DEU,Blue,522621110,bleu,FRA,Blue,522094360,蓝色,TWN,Blue,556747338,blu,ITA,Blue,536902803,푸른,KOR,Blue,542544604,青,JPN,Blue,Vibrant School Blue,Blue,Bright Blue,196.9373494,130.9940483
206,20,71,2062071,522068595,rojo,COL,Red,522442764,красный,RUS,Red,522179708,castanho,PRT,Dark Pink,522651434,rot,DEU,Red,524369971,rose,FRA,Pink,522150350,紅色,TWN,Red,556663300,rosa,ITA,Pink,542621901,빨간색,KOR,Red,544101967,赤,JPN,Red,Faded Glory Red,Red,Bright Pink,471.3773141,255.5703892
206,242,5,2062425,522064688,verde,ARG,Green,522540826,ярко желто зеленый,RUS,Bright Yellow-Green,556848509,Verde claro,PRT,Light Green,522504696,Blasses Grüngelb,DEU,Pale Green-Yellow,556843946,jaune,FRA,Yellow,556665889,亮檸檬绿,SGP,Bright Lime Green,522408446,giallo,ITA,Yellow-Green,558069238,노란색,KOR,Yellow,545477278,黄色,JPN,Yellow,Sunshine Yellow,Green,Bright Yellow,381.1404849,479.7241016
20,70,127,2070127,522080708,azul,ARG,Blue,522528536,темно-синий,RUS,Dark Blue,522142837,azul,BRA,Aquamarine,522189153,stahlblau,DEU,Steel Blue,523212310,bleu foncé passé,FRA,Dark Blue Past,522364318,蓝色,CHN,Blue,522404644,kjlhhjh,ITA,Blue,557628449,파랑,KOR,Blue,556920629,紺,JPN,Navy blue,Dark Slate Blue,Blue,Tealy Blue,232.1834661,239.6285352
207,19,46,2071946,522083289,rojo,ARG,Red,523044587,алый,RUS,Scarlet,556778684,verde,PRT,Green,522375309,rot,DEU,Red,522671194,rouge vif,FRA,Bright Red,522168669,红色,IDN,Red,556673972,rosso vino,ITA,Red Wine,524874421,빨강,KOR,Red,540608987,赤,JPN,Red,Deep Red-Orange,Red,Lipstick Red,478.7370795,280.0105348
207,242,4,2072424,522086322,verde claro,ARG,Light Green,522694206,жёлтый,UKR,Yellow,556704662,verde,BRA,Green,522769183,gelb,DEU,Yellow,556710503,vert pomme,FRA,Apple Green,522258320,黄绿色,HKG,Yellow-Green,556757177,verde chiaro,ITA,Light Green,537055980,밝은연두색,KOR,Bright green,534614230,黄緑,JPN,Yellow-green,Highlighter Yellow,Green,Bright Yellow,384.854262,484.506922
207,48,84,2074884,522113608,rojo,COL,Red,522937136,красный,RUS,Red,556637975,verde,BRA,Green,522402575,Rot,DEU,Red,527600473,rose,VEN,Pink,522169023,紅色,TWN,Red,556804650,Rosso pompeiano,ITA,Pompeian Red,535924204,분홍,KOR,Pink,556696916,深ローゼ,JPN,Deep Rose,Shiny Tomato Red,Red,Bright Terra,471.6223574,266.1087268
20,81,100,2081100,522060401,azul,DOM,Blue,556627758,тёмно-синий,UKR,Dark Blue,522195859,castanho,PRT,Neon Green,522565148,Blaugrün,DEU,Blue Green,556638682,bleu foncé,FRA,Dark Blue,556670028,军绿色,MYS,Army Green,556683497,blu,ITA,Blue,539885557,검푸른색,KOR,Dark blue,557903314,あお,JPN,Blue,Nighttime Ocean,Blue,Dark Teal,254.7904526,264.6612857
208,187,6,2081876,522070426,Amarillo Sucio,PRI,Dirty Yellow,522556489,горчичный,RUS,Mustard,556810614,verde claro,PRT,Light Green,522467652,olivgelb,AUT,Olive Yellow,522772534,jaune,FRA,Yellow,556688123,緞面的光澤金,IDN,The Shiny Gold Satin,522648452,oro,ITA,Green,540654546,짙은노랑색,KOR,Dark yellow,533775160,黄色,JPN,Yellow,Goldenrod Yellow,Gold,Golden Yellow,411.8926267,411.5322026
208,3,194,2083194,522093908,VIOLETA,DOM,Violet,556638747,розовый,UKR,Pink,522141662,rosa pink,BRA,Violet,522430586,leuchtend lila,DEU,Bright Purple,522147676,violet flashy,PYF,Flashy Purple,522184203,紫色,HKG,Purple,522701326,fucsia,ITA,Pink,557932254,보라색,KOR,Purple,540617024,紫,JPN,Purple,Bright Magenta,Pink,Brighter Pink,404.2653839,167.0247811
208,55,44,2085544,522154767,ROJO,DOM,Red,522565652,Красный,RUS,Red,556773156,verde,PRT,Green,522490682,Feuerrot,DEU,Firered,525562828,rouge passé,FRA,Faded Red,522103320,紅色,TWN,Red,556714902,rosso,ITA,Red,531942751,빨간색,KOR,Red,539998119,赤,JPN,Red,Fire Engine Red,Red,Dark Orange,490.4491039,294.6349238
208,6,176,2086176,522099088,color fucsia oscuro,ARG,Dark Fuchsia,556633027,ярко-розовый,UKR,Hot Pink,556735384,v,PRT,V.,522409786,pink,DEU,Pink,522788226,rose,FRA,Pink,522147468,洋紅,IDN,Magenta,556863919,orchidea,ITA,Orchid,528141734,보라색,KOR,Purple,533775549,桃色,JPN,Pink,Bright Purple Girl,Pink,Brighter Pink,432.9416849,172.104781
209,2,211,2092211,522080565,fiusha,MEX,Fiusha,522995547,ярко-фиолетовый,UKR,Bright Purple,556866292,pp,PRT,Wl,522268204,lila,DEU,Purple,526585484,couleur mauve éclatant,FRA,Bright Purple,522112194,紫色,MYS,Purple,522685415,viola,ITA,Purple,534806071,분홍색,KOR,Pink,546066913,紫,JPN,Purple,Pinkish Purple,Purple,Bright Purple,389.5111285,159.1510212
209,44,86,2094486,522114755,rosa,PRI,Rose,522349738,вишневый,UKR,Cherry,556772971,verde,PRT,Green,522426443,himbeere,AUT,Raspberry,523818837,rouge grenadine,FRA,Red Grenadine,522120581,桃红色,HKG,Pink,556868583,rosso lampone,ITA,Red Raspberry,557923346,빨간색,KOR,Red,539998122,薄い赤,JPN,Thin red,Vibrant Passion,Red,Watermelon Red,475.6511466,260.4789562
209,9,196,2099196,522071773,morado,MEX,Purple,523128812,розовый,UKR,Pink,556835718,verde claro,PRT,Light Green,522307894,lila,DEU,Purple,522317550,rose shoking,FRA,Shoking Pink,522169388,桃红色,HKG,Pink,556804651,Rosso violaceo,ITA,Purplish Red,536801512,보라색,KOR,Purple,556785662,明るい紫,JPN,Bright purple,Primrose Purple,Pink,Intense Pink,402.481124,153.8412972
210,227,2,2102272,522085644,amarillo,PRI,Yellow,522466029,желтый,BLR,Yellow,522177516,amarelo fosco,BRA,Fluorescent Green,522413122,gelbgrün,AUT,Yellow-Green,527334802,jaune,CHE,Yellow,522336331,黄色,IDN,Yellow,556683487,giallo ocra,ITA,Yellow Ocher,540709096,노란,KOR,Yellow,544154026,黄,JPN,Yellow,Yellowish Green,Gold,Banana Yellow,396.5238844,470.0964571
210,74,97,2107497,522064251,rojo,ARG,Red,522477132,розовый,RUS,Pink,556751923,v,PRT,V.,522341769,rot,DEU,Red,525149099,rouge,FRA,Red,522341784,淺粉紅4,HKG,Light Pink,522561022,rosso,ITA,Red,524818280,빨강,KOR,Red,539821510,赤,JPN,Red,Strawberry Red,Rose,Heavily Pink,478.1107856,267.9784989
21,11,222,2111222,522071170,azul brillante,DOM,Bright Blue,522444646,синий,RUS,Blue,522183278,castanho,PRT,Steel Blue,522356955,mittelblau,DEU,Medium Blue,522803222,bleu,FRA,Blue,522117561,蓝色,HKG,Blue,522560755,blu,ITA,Blue,540663923,청색,KOR,Blue,537860470,ブルー,JPN,Blue,Brilliant Blue,Blue,Bright Blue,231.2080946,127.6902324
211,153,9,2111539,522107769,mostaza,MEX,Mustard,556636715,бежевый,RUS,Beige,556770224,verde,PRT,Green,522417800,orange,DEU,Orange,523132304,marron clair,FRA,Light Brown,522293965,橙,IDN,Orange,522782710,ocra,ITA,Brown,539664808,황토색,KOR,Ocher,556703491,茶色,JPN,Brown,Mustard Yellow,Gold,Mustard Yellow,437.7795693,384.7587846
211,25,64,2112564,522127173,guindo,MEX,Cherry,522601709,красний,UKR,Red,522354995,vermelho radiante,BRA,Pink Violet,522465836,helles rot,DEU,Bright Red,522382042,rouge,FRA,Red,522218258,红,CHN,Red,522741258,rosso,ITA,Red,531949027,빨간색,KOR,Red,542562707,濃いピンク,JPN,Dark pink,Lithium Ion Red,Red,Crimson Pink,481.665406,262.5189712
211,34,19,2113419,522071608,rojo fuego anaranjado fuerte,MEX,Strong Orange Red Fire,522346371,красный,RUS,Red,556644476,verde,BRA,Green,522442508,rot,DEU,Red,522378742,rouge,FRA,Red,522158422,红色,IDN,Red,522502603,rosso,ITA,Red,542335216,빨강색,KOR,Red,539826624,赤,JPN,Red,Candy Apple Red,Red,Dark Orange,496.0005468,295.5525408
